   Elapsed time	   MLII	     V5
       0:35.864	 -0.425	 -0.270
       0:35.867	 -0.415	 -0.255
       0:35.869	 -0.410	 -0.250
       0:35.872	 -0.405	 -0.265
       0:35.875	 -0.415	 -0.270
       0:35.878	 -0.430	 -0.280
       0:35.881	 -0.430	 -0.280
       0:35.883	 -0.420	 -0.265
       0:35.886	 -0.415	 -0.265
       0:35.889	 -0.410	 -0.265
       0:35.892	 -0.415	 -0.275
       0:35.894	 -0.440	 -0.270
       0:35.897	 -0.430	 -0.265
       0:35.900	 -0.415	 -0.260
       0:35.903	 -0.410	 -0.260
       0:35.906	 -0.420	 -0.270
       0:35.908	 -0.425	 -0.285
       0:35.911	 -0.435	 -0.280
       0:35.914	 -0.430	 -0.275
       0:35.917	 -0.435	 -0.270
       0:35.919	 -0.425	 -0.300
       0:35.922	 -0.440	 -0.330
       0:35.925	 -0.465	 -0.365
       0:35.928	 -0.515	 -0.375
       0:35.931	 -0.550	 -0.405
       0:35.933	 -0.555	 -0.420
       0:35.936	 -0.570	 -0.410
       0:35.939	 -0.605	 -0.365
       0:35.942	 -0.640	 -0.275
       0:35.944	 -0.650	 -0.150
       0:35.947	 -0.595	 -0.020
       0:35.950	 -0.470	  0.090
       0:35.953	 -0.325	  0.205
       0:35.956	 -0.180	  0.325
       0:35.958	 -0.005	  0.430
       0:35.961	  0.230	  0.570
       0:35.964	  0.515	  0.680
       0:35.967	  0.755	  0.715
       0:35.969	  0.885	  0.590
       0:35.972	  0.930	  0.295
       0:35.975	  0.835	 -0.050
       0:35.978	  0.565	 -0.260
       0:35.981	  0.160	 -0.330
       0:35.983	 -0.200	 -0.305
       0:35.986	 -0.415	 -0.290
       0:35.989	 -0.535	 -0.305
       0:35.992	 -0.560	 -0.320
       0:35.994	 -0.560	 -0.325
       0:35.997	 -0.520	 -0.305
       0:36.000	 -0.485	 -0.275
       0:36.003	 -0.445	 -0.270
       0:36.006	 -0.435	 -0.275
       0:36.008	 -0.440	 -0.295
       0:36.011	 -0.445	 -0.315
       0:36.014	 -0.455	 -0.315
       0:36.017	 -0.455	 -0.310
       0:36.019	 -0.450	 -0.315
       0:36.022	 -0.455	 -0.325
       0:36.025	 -0.470	 -0.325
       0:36.028	 -0.485	 -0.330
       0:36.031	 -0.485	 -0.325
       0:36.033	 -0.480	 -0.320
       0:36.036	 -0.475	 -0.320
       0:36.039	 -0.480	 -0.315
       0:36.042	 -0.480	 -0.330
       0:36.044	 -0.490	 -0.345
       0:36.047	 -0.490	 -0.315
       0:36.050	 -0.490	 -0.315
       0:36.053	 -0.480	 -0.305
       0:36.056	 -0.470	 -0.315
       0:36.058	 -0.480	 -0.325
       0:36.061	 -0.495	 -0.325
       0:36.064	 -0.490	 -0.325
       0:36.067	 -0.480	 -0.325
       0:36.069	 -0.460	 -0.310
       0:36.072	 -0.460	 -0.310
       0:36.075	 -0.455	 -0.325
       0:36.078	 -0.480	 -0.320
       0:36.081	 -0.480	 -0.320
       0:36.083	 -0.460	 -0.310
       0:36.086	 -0.455	 -0.310
       0:36.089	 -0.455	 -0.320
       0:36.092	 -0.460	 -0.320
       0:36.094	 -0.490	 -0.320
       0:36.097	 -0.475	 -0.310
       0:36.100	 -0.475	 -0.305
       0:36.103	 -0.465	 -0.295
       0:36.106	 -0.450	 -0.320
       0:36.108	 -0.465	 -0.315
       0:36.111	 -0.475	 -0.320
       0:36.114	 -0.470	 -0.315
       0:36.117	 -0.465	 -0.305
       0:36.119	 -0.455	 -0.315
       0:36.122	 -0.450	 -0.310
       0:36.125	 -0.455	 -0.330
       0:36.128	 -0.470	 -0.335
       0:36.131	 -0.475	 -0.320
       0:36.133	 -0.455	 -0.315
       0:36.136	 -0.445	 -0.305
       0:36.139	 -0.445	 -0.310
       0:36.142	 -0.450	 -0.325
       0:36.144	 -0.470	 -0.325
       0:36.147	 -0.465	 -0.320
       0:36.150	 -0.455	 -0.320
       0:36.153	 -0.450	 -0.330
       0:36.156	 -0.445	 -0.335
       0:36.158	 -0.460	 -0.335
       0:36.161	 -0.475	 -0.345
       0:36.164	 -0.475	 -0.335
       0:36.167	 -0.465	 -0.330
       0:36.169	 -0.450	 -0.330
       0:36.172	 -0.450	 -0.335
       0:36.175	 -0.475	 -0.360
       0:36.178	 -0.470	 -0.370
       0:36.181	 -0.470	 -0.370
       0:36.183	 -0.470	 -0.360
       0:36.186	 -0.460	 -0.355
       0:36.189	 -0.450	 -0.365
       0:36.192	 -0.470	 -0.375
       0:36.194	 -0.470	 -0.385
       0:36.197	 -0.475	 -0.390
       0:36.200	 -0.465	 -0.390
       0:36.203	 -0.450	 -0.385
       0:36.206	 -0.445	 -0.405
       0:36.208	 -0.465	 -0.420
       0:36.211	 -0.470	 -0.415
       0:36.214	 -0.470	 -0.420
       0:36.217	 -0.455	 -0.415
       0:36.219	 -0.465	 -0.430
       0:36.222	 -0.450	 -0.425
       0:36.225	 -0.460	 -0.450
       0:36.228	 -0.465	 -0.450
       0:36.231	 -0.475	 -0.450
       0:36.233	 -0.460	 -0.440
       0:36.236	 -0.455	 -0.450
       0:36.239	 -0.460	 -0.455
       0:36.242	 -0.470	 -0.455
       0:36.244	 -0.480	 -0.460
       0:36.247	 -0.480	 -0.465
       0:36.250	 -0.475	 -0.450
       0:36.253	 -0.465	 -0.450
       0:36.256	 -0.465	 -0.465
       0:36.258	 -0.475	 -0.465
       0:36.261	 -0.475	 -0.470
       0:36.264	 -0.485	 -0.445
       0:36.267	 -0.470	 -0.435
       0:36.269	 -0.455	 -0.430
       0:36.272	 -0.460	 -0.425
       0:36.275	 -0.465	 -0.425
       0:36.278	 -0.470	 -0.425
       0:36.281	 -0.475	 -0.405
       0:36.283	 -0.450	 -0.385
       0:36.286	 -0.440	 -0.370
       0:36.289	 -0.430	 -0.350
       0:36.292	 -0.430	 -0.350
       0:36.294	 -0.435	 -0.330
       0:36.297	 -0.420	 -0.315
       0:36.300	 -0.395	 -0.305
       0:36.303	 -0.385	 -0.300
       0:36.306	 -0.375	 -0.290
       0:36.308	 -0.370	 -0.285
       0:36.311	 -0.370	 -0.280
       0:36.314	 -0.365	 -0.260
       0:36.317	 -0.355	 -0.255
       0:36.319	 -0.340	 -0.245
       0:36.322	 -0.350	 -0.255
       0:36.325	 -0.360	 -0.275
       0:36.328	 -0.375	 -0.270
       0:36.331	 -0.360	 -0.250
       0:36.333	 -0.350	 -0.240
       0:36.336	 -0.345	 -0.240
       0:36.339	 -0.345	 -0.240
       0:36.342	 -0.360	 -0.265
       0:36.344	 -0.365	 -0.260
       0:36.347	 -0.365	 -0.265
       0:36.350	 -0.355	 -0.250
       0:36.353	 -0.355	 -0.245
       0:36.356	 -0.355	 -0.250
       0:36.358	 -0.360	 -0.260
       0:36.361	 -0.375	 -0.260
       0:36.364	 -0.365	 -0.250
       0:36.367	 -0.365	 -0.245
       0:36.369	 -0.355	 -0.250
       0:36.372	 -0.350	 -0.250
       0:36.375	 -0.360	 -0.255
       0:36.378	 -0.360	 -0.265
       0:36.381	 -0.355	 -0.250
       0:36.383	 -0.355	 -0.250
       0:36.386	 -0.335	 -0.250
       0:36.389	 -0.345	 -0.255
       0:36.392	 -0.350	 -0.270
       0:36.394	 -0.370	 -0.265
       0:36.397	 -0.370	 -0.255
       0:36.400	 -0.370	 -0.240
       0:36.403	 -0.360	 -0.245
       0:36.406	 -0.365	 -0.255
       0:36.408	 -0.380	 -0.260
       0:36.411	 -0.385	 -0.260
       0:36.414	 -0.385	 -0.270
       0:36.417	 -0.365	 -0.260
       0:36.419	 -0.365	 -0.245
       0:36.422	 -0.360	 -0.265
       0:36.425	 -0.365	 -0.265
       0:36.428	 -0.380	 -0.270
       0:36.431	 -0.380	 -0.250
       0:36.433	 -0.370	 -0.250
       0:36.436	 -0.355	 -0.250
       0:36.439	 -0.355	 -0.260
       0:36.442	 -0.365	 -0.270
       0:36.444	 -0.370	 -0.275
       0:36.447	 -0.375	 -0.255
       0:36.450	 -0.365	 -0.255
       0:36.453	 -0.350	 -0.260
       0:36.456	 -0.355	 -0.265
       0:36.458	 -0.380	 -0.265
       0:36.461	 -0.385	 -0.270
       0:36.464	 -0.380	 -0.270
       0:36.467	 -0.365	 -0.265
       0:36.469	 -0.370	 -0.255
       0:36.472	 -0.380	 -0.255
       0:36.475	 -0.375	 -0.280
       0:36.478	 -0.400	 -0.275
       0:36.481	 -0.390	 -0.270
       0:36.483	 -0.390	 -0.260
       0:36.486	 -0.375	 -0.265
       0:36.489	 -0.375	 -0.265
       0:36.492	 -0.390	 -0.285
       0:36.494	 -0.400	 -0.280
       0:36.497	 -0.405	 -0.265
       0:36.500	 -0.395	 -0.255
       0:36.503	 -0.395	 -0.250
       0:36.506	 -0.395	 -0.245
       0:36.508	 -0.400	 -0.260
       0:36.511	 -0.400	 -0.270
       0:36.514	 -0.405	 -0.275
       0:36.517	 -0.390	 -0.265
       0:36.519	 -0.375	 -0.265
       0:36.522	 -0.375	 -0.265
       0:36.525	 -0.390	 -0.275
       0:36.528	 -0.395	 -0.270
       0:36.531	 -0.385	 -0.265
       0:36.533	 -0.385	 -0.260
       0:36.536	 -0.385	 -0.250
       0:36.539	 -0.380	 -0.260
       0:36.542	 -0.380	 -0.260
       0:36.544	 -0.400	 -0.255
       0:36.547	 -0.390	 -0.255
       0:36.550	 -0.390	 -0.245
       0:36.553	 -0.375	 -0.240
       0:36.556	 -0.380	 -0.240
       0:36.558	 -0.390	 -0.260
       0:36.561	 -0.400	 -0.265
       0:36.564	 -0.390	 -0.245
       0:36.567	 -0.390	 -0.240
       0:36.569	 -0.385	 -0.240
       0:36.572	 -0.385	 -0.235
       0:36.575	 -0.390	 -0.250
       0:36.578	 -0.395	 -0.245
       0:36.581	 -0.390	 -0.245
       0:36.583	 -0.390	 -0.230
       0:36.586	 -0.375	 -0.230
       0:36.589	 -0.380	 -0.230
       0:36.592	 -0.375	 -0.245
       0:36.594	 -0.385	 -0.240
       0:36.597	 -0.385	 -0.240
       0:36.600	 -0.380	 -0.220
       0:36.603	 -0.375	 -0.220
       0:36.606	 -0.370	 -0.230
       0:36.608	 -0.380	 -0.245
       0:36.611	 -0.375	 -0.240
       0:36.614	 -0.380	 -0.245
       0:36.617	 -0.365	 -0.235
       0:36.619	 -0.345	 -0.230
       0:36.622	 -0.340	 -0.245
       0:36.625	 -0.350	 -0.250
       0:36.628	 -0.345	 -0.235
       0:36.631	 -0.325	 -0.230
       0:36.633	 -0.315	 -0.215
       0:36.636	 -0.315	 -0.220
       0:36.639	 -0.305	 -0.220
       0:36.642	 -0.315	 -0.225
       0:36.644	 -0.315	 -0.225
       0:36.647	 -0.305	 -0.205
       0:36.650	 -0.290	 -0.195
       0:36.653	 -0.280	 -0.195
       0:36.656	 -0.270	 -0.195
       0:36.658	 -0.270	 -0.200
       0:36.661	 -0.285	 -0.210
       0:36.664	 -0.280	 -0.215
       0:36.667	 -0.280	 -0.190
       0:36.669	 -0.275	 -0.195
       0:36.672	 -0.275	 -0.185
       0:36.675	 -0.290	 -0.190
       0:36.678	 -0.300	 -0.180
       0:36.681	 -0.290	 -0.175
       0:36.683	 -0.285	 -0.175
       0:36.686	 -0.275	 -0.175
       0:36.689	 -0.275	 -0.170
       0:36.692	 -0.290	 -0.185
       0:36.694	 -0.285	 -0.185
       0:36.697	 -0.265	 -0.185
       0:36.700	 -0.250	 -0.180
       0:36.703	 -0.260	 -0.175
       0:36.706	 -0.290	 -0.195
       0:36.708	 -0.315	 -0.220
       0:36.711	 -0.340	 -0.225
       0:36.714	 -0.370	 -0.210
       0:36.717	 -0.375	 -0.210
       0:36.719	 -0.370	 -0.210
       0:36.722	 -0.370	 -0.215
       0:36.725	 -0.390	 -0.225
       0:36.728	 -0.400	 -0.225
       0:36.731	 -0.400	 -0.230
       0:36.733	 -0.390	 -0.220
       0:36.736	 -0.385	 -0.225
       0:36.739	 -0.390	 -0.215
       0:36.742	 -0.405	 -0.235
       0:36.744	 -0.415	 -0.240
       0:36.747	 -0.405	 -0.235
       0:36.750	 -0.405	 -0.225
       0:36.753	 -0.400	 -0.220
       0:36.756	 -0.385	 -0.235
       0:36.758	 -0.395	 -0.230
       0:36.761	 -0.415	 -0.240
       0:36.764	 -0.410	 -0.230
       0:36.767	 -0.400	 -0.225
       0:36.769	 -0.395	 -0.210
       0:36.772	 -0.405	 -0.220
       0:36.775	 -0.420	 -0.240
       0:36.778	 -0.420	 -0.235
       0:36.781	 -0.425	 -0.235
       0:36.783	 -0.415	 -0.235
       0:36.786	 -0.410	 -0.240
       0:36.789	 -0.415	 -0.275
       0:36.792	 -0.440	 -0.310
       0:36.794	 -0.485	 -0.330
       0:36.797	 -0.520	 -0.355
       0:36.800	 -0.540	 -0.370
       0:36.803	 -0.550	 -0.410
       0:36.806	 -0.580	 -0.435
       0:36.808	 -0.630	 -0.430
       0:36.811	 -0.680	 -0.395
       0:36.814	 -0.695	 -0.350
       0:36.817	 -0.670	 -0.260
       0:36.819	 -0.645	 -0.190
       0:36.822	 -0.595	 -0.105
       0:36.825	 -0.525	 -0.055
       0:36.828	 -0.465	  0.010
       0:36.831	 -0.390	  0.095
       0:36.833	 -0.330	  0.190
       0:36.836	 -0.225	  0.295
       0:36.839	 -0.050	  0.400
       0:36.842	  0.185	  0.510
       0:36.844	  0.440	  0.610
       0:36.847	  0.670	  0.610
       0:36.850	  0.810	  0.435
       0:36.853	  0.825	  0.100
       0:36.856	  0.660	 -0.200
       0:36.858	  0.355	 -0.315
       0:36.861	 -0.035	 -0.305
       0:36.864	 -0.350	 -0.260
       0:36.867	 -0.500	 -0.255
       0:36.869	 -0.530	 -0.250
       0:36.872	 -0.505	 -0.255
       0:36.875	 -0.470	 -0.250
       0:36.878	 -0.455	 -0.255
       0:36.881	 -0.450	 -0.265
       0:36.883	 -0.450	 -0.250
       0:36.886	 -0.435	 -0.260
       0:36.889	 -0.430	 -0.265
       0:36.892	 -0.440	 -0.270
       0:36.894	 -0.450	 -0.260
       0:36.897	 -0.455	 -0.255
       0:36.900	 -0.455	 -0.250
       0:36.903	 -0.440	 -0.260
       0:36.906	 -0.435	 -0.260
       0:36.908	 -0.440	 -0.270
       0:36.911	 -0.450	 -0.255
       0:36.914	 -0.450	 -0.250
       0:36.917	 -0.440	 -0.240
       0:36.919	 -0.425	 -0.255
       0:36.922	 -0.425	 -0.255
       0:36.925	 -0.425	 -0.260
       0:36.928	 -0.455	 -0.265
       0:36.931	 -0.455	 -0.260
       0:36.933	 -0.430	 -0.250
       0:36.936	 -0.425	 -0.245
       0:36.939	 -0.440	 -0.245
       0:36.942	 -0.440	 -0.245
       0:36.944	 -0.450	 -0.245
       0:36.947	 -0.445	 -0.245
       0:36.950	 -0.435	 -0.240
       0:36.953	 -0.425	 -0.250
       0:36.956	 -0.420	 -0.250
       0:36.958	 -0.430	 -0.260
       0:36.961	 -0.435	 -0.265
       0:36.964	 -0.430	 -0.255
       0:36.967	 -0.435	 -0.225
       0:36.969	 -0.430	 -0.240
       0:36.972	 -0.430	 -0.235
       0:36.975	 -0.445	 -0.260
       0:36.978	 -0.450	 -0.265
       0:36.981	 -0.450	 -0.265
       0:36.983	 -0.435	 -0.240
       0:36.986	 -0.430	 -0.240
       0:36.989	 -0.425	 -0.240
       0:36.992	 -0.425	 -0.245
       0:36.994	 -0.435	 -0.260
       0:36.997	 -0.435	 -0.255
       0:37.000	 -0.415	 -0.245
       0:37.003	 -0.420	 -0.255
       0:37.006	 -0.430	 -0.260
       0:37.008	 -0.435	 -0.265
       0:37.011	 -0.445	 -0.270
       0:37.014	 -0.445	 -0.250
       0:37.017	 -0.440	 -0.240
       0:37.019	 -0.440	 -0.250
       0:37.022	 -0.440	 -0.255
       0:37.025	 -0.440	 -0.270
       0:37.028	 -0.440	 -0.275
       0:37.031	 -0.450	 -0.265
       0:37.033	 -0.435	 -0.265
       0:37.036	 -0.430	 -0.260
       0:37.039	 -0.425	 -0.260
       0:37.042	 -0.420	 -0.275
       0:37.044	 -0.440	 -0.270
       0:37.047	 -0.445	 -0.270
       0:37.050	 -0.420	 -0.260
       0:37.053	 -0.420	 -0.260
       0:37.056	 -0.420	 -0.275
       0:37.058	 -0.425	 -0.285
       0:37.061	 -0.435	 -0.290
       0:37.064	 -0.425	 -0.300
       0:37.067	 -0.410	 -0.285
       0:37.069	 -0.410	 -0.280
       0:37.072	 -0.420	 -0.290
       0:37.075	 -0.430	 -0.305
       0:37.078	 -0.440	 -0.325
       0:37.081	 -0.435	 -0.315
       0:37.083	 -0.445	 -0.315
       0:37.086	 -0.415	 -0.320
       0:37.089	 -0.430	 -0.325
       0:37.092	 -0.420	 -0.340
       0:37.094	 -0.435	 -0.340
       0:37.097	 -0.435	 -0.345
       0:37.100	 -0.430	 -0.340
       0:37.103	 -0.425	 -0.340
       0:37.106	 -0.425	 -0.355
       0:37.108	 -0.430	 -0.370
       0:37.111	 -0.445	 -0.375
       0:37.114	 -0.440	 -0.375
       0:37.117	 -0.440	 -0.370
       0:37.119	 -0.425	 -0.370
       0:37.122	 -0.440	 -0.375
       0:37.125	 -0.445	 -0.395
       0:37.128	 -0.460	 -0.405
       0:37.131	 -0.460	 -0.385
       0:37.133	 -0.445	 -0.380
       0:37.136	 -0.445	 -0.375
       0:37.139	 -0.435	 -0.375
       0:37.142	 -0.445	 -0.380
       0:37.144	 -0.455	 -0.375
       0:37.147	 -0.460	 -0.365
       0:37.150	 -0.435	 -0.350
       0:37.153	 -0.430	 -0.345
       0:37.156	 -0.435	 -0.325
       0:37.158	 -0.440	 -0.325
       0:37.161	 -0.445	 -0.315
       0:37.164	 -0.440	 -0.300
       0:37.167	 -0.415	 -0.270
       0:37.169	 -0.410	 -0.260
       0:37.172	 -0.390	 -0.260
       0:37.175	 -0.395	 -0.275
       0:37.178	 -0.395	 -0.260
       0:37.181	 -0.395	 -0.240
       0:37.183	 -0.380	 -0.220
       0:37.186	 -0.360	 -0.215
       0:37.189	 -0.365	 -0.220
       0:37.192	 -0.375	 -0.225
       0:37.194	 -0.390	 -0.230
       0:37.197	 -0.385	 -0.220
       0:37.200	 -0.355	 -0.210
       0:37.203	 -0.345	 -0.210
       0:37.206	 -0.345	 -0.205
       0:37.208	 -0.340	 -0.225
       0:37.211	 -0.360	 -0.220
       0:37.214	 -0.360	 -0.220
       0:37.217	 -0.360	 -0.215
       0:37.219	 -0.335	 -0.220
       0:37.222	 -0.340	 -0.210
       0:37.225	 -0.345	 -0.220
       0:37.228	 -0.360	 -0.230
       0:37.231	 -0.360	 -0.210
       0:37.233	 -0.355	 -0.210
       0:37.236	 -0.350	 -0.225
       0:37.239	 -0.350	 -0.220
       0:37.242	 -0.365	 -0.215
       0:37.244	 -0.370	 -0.230
       0:37.247	 -0.380	 -0.220
       0:37.250	 -0.375	 -0.215
       0:37.253	 -0.355	 -0.210
       0:37.256	 -0.360	 -0.220
       0:37.258	 -0.365	 -0.230
       0:37.261	 -0.370	 -0.240
       0:37.264	 -0.365	 -0.230
       0:37.267	 -0.355	 -0.215
       0:37.269	 -0.345	 -0.215
       0:37.272	 -0.350	 -0.215
       0:37.275	 -0.355	 -0.220
       0:37.278	 -0.375	 -0.215
       0:37.281	 -0.380	 -0.215
       0:37.283	 -0.365	 -0.200
       0:37.286	 -0.350	 -0.210
       0:37.289	 -0.355	 -0.220
       0:37.292	 -0.365	 -0.225
       0:37.294	 -0.375	 -0.230
       0:37.297	 -0.370	 -0.225
       0:37.300	 -0.365	 -0.210
       0:37.303	 -0.370	 -0.205
       0:37.306	 -0.370	 -0.210
       0:37.308	 -0.375	 -0.235
       0:37.311	 -0.385	 -0.230
       0:37.314	 -0.390	 -0.220
       0:37.317	 -0.380	 -0.200
       0:37.319	 -0.380	 -0.205
       0:37.322	 -0.375	 -0.230
       0:37.325	 -0.380	 -0.230
       0:37.328	 -0.390	 -0.215
       0:37.331	 -0.395	 -0.225
       0:37.333	 -0.390	 -0.210
       0:37.336	 -0.380	 -0.225
       0:37.339	 -0.375	 -0.225
       0:37.342	 -0.385	 -0.220
       0:37.344	 -0.405	 -0.235
       0:37.347	 -0.390	 -0.225
       0:37.350	 -0.395	 -0.215
       0:37.353	 -0.375	 -0.215
       0:37.356	 -0.390	 -0.210
       0:37.358	 -0.390	 -0.230
       0:37.361	 -0.410	 -0.225
       0:37.364	 -0.405	 -0.225
       0:37.367	 -0.400	 -0.205
       0:37.369	 -0.385	 -0.205
       0:37.372	 -0.390	 -0.220
       0:37.375	 -0.405	 -0.230
       0:37.378	 -0.405	 -0.235
       0:37.381	 -0.400	 -0.230
       0:37.383	 -0.395	 -0.210
       0:37.386	 -0.380	 -0.205
       0:37.389	 -0.380	 -0.200
       0:37.392	 -0.385	 -0.215
       0:37.394	 -0.390	 -0.220
       0:37.397	 -0.390	 -0.215
       0:37.400	 -0.385	 -0.210
       0:37.403	 -0.380	 -0.215
       0:37.406	 -0.395	 -0.215
       0:37.408	 -0.400	 -0.230
       0:37.411	 -0.405	 -0.240
       0:37.414	 -0.415	 -0.235
       0:37.417	 -0.395	 -0.220
       0:37.419	 -0.390	 -0.215
       0:37.422	 -0.390	 -0.220
       0:37.425	 -0.375	 -0.225
       0:37.428	 -0.390	 -0.225
       0:37.431	 -0.390	 -0.215
       0:37.433	 -0.380	 -0.215
       0:37.436	 -0.380	 -0.215
       0:37.439	 -0.385	 -0.225
       0:37.442	 -0.390	 -0.235
       0:37.444	 -0.410	 -0.230
       0:37.447	 -0.400	 -0.225
       0:37.450	 -0.390	 -0.215
       0:37.453	 -0.380	 -0.225
       0:37.456	 -0.385	 -0.230
       0:37.458	 -0.390	 -0.225
       0:37.461	 -0.380	 -0.245
       0:37.464	 -0.360	 -0.230
       0:37.467	 -0.350	 -0.200
       0:37.469	 -0.325	 -0.205
       0:37.472	 -0.330	 -0.215
       0:37.475	 -0.330	 -0.225
       0:37.478	 -0.330	 -0.240
       0:37.481	 -0.345	 -0.220
       0:37.483	 -0.310	 -0.205
       0:37.486	 -0.295	 -0.195
       0:37.489	 -0.285	 -0.190
       0:37.492	 -0.280	 -0.185
       0:37.494	 -0.280	 -0.205
       0:37.497	 -0.275	 -0.200
       0:37.500	 -0.265	 -0.180
       0:37.503	 -0.275	 -0.180
       0:37.506	 -0.270	 -0.175
       0:37.508	 -0.275	 -0.190
       0:37.511	 -0.300	 -0.180
       0:37.514	 -0.295	 -0.165
       0:37.517	 -0.285	 -0.170
       0:37.519	 -0.295	 -0.165
       0:37.522	 -0.300	 -0.180
       0:37.525	 -0.325	 -0.190
       0:37.528	 -0.325	 -0.200
       0:37.531	 -0.305	 -0.190
       0:37.533	 -0.285	 -0.200
       0:37.536	 -0.285	 -0.195
       0:37.539	 -0.310	 -0.205
       0:37.542	 -0.340	 -0.210
       0:37.544	 -0.370	 -0.220
       0:37.547	 -0.380	 -0.220
       0:37.550	 -0.390	 -0.200
       0:37.553	 -0.380	 -0.200
       0:37.556	 -0.380	 -0.215
       0:37.558	 -0.385	 -0.230
       0:37.561	 -0.410	 -0.235
       0:37.564	 -0.405	 -0.230
       0:37.567	 -0.395	 -0.225
       0:37.569	 -0.390	 -0.215
       0:37.572	 -0.390	 -0.220
       0:37.575	 -0.410	 -0.245
       0:37.578	 -0.430	 -0.240
       0:37.581	 -0.415	 -0.235
       0:37.583	 -0.420	 -0.220
       0:37.586	 -0.405	 -0.215
       0:37.589	 -0.405	 -0.225
       0:37.592	 -0.405	 -0.225
       0:37.594	 -0.405	 -0.235
       0:37.597	 -0.410	 -0.225
       0:37.600	 -0.405	 -0.205
       0:37.603	 -0.410	 -0.205
       0:37.606	 -0.415	 -0.210
       0:37.608	 -0.425	 -0.220
       0:37.611	 -0.425	 -0.230
       0:37.614	 -0.415	 -0.235
       0:37.617	 -0.415	 -0.235
       0:37.619	 -0.405	 -0.235
       0:37.622	 -0.405	 -0.235
       0:37.625	 -0.410	 -0.250
       0:37.628	 -0.425	 -0.275
       0:37.631	 -0.435	 -0.275
       0:37.633	 -0.445	 -0.290
       0:37.636	 -0.485	 -0.315
       0:37.639	 -0.520	 -0.345
       0:37.642	 -0.545	 -0.350
       0:37.644	 -0.580	 -0.305
       0:37.647	 -0.615	 -0.185
       0:37.650	 -0.605	 -0.065
       0:37.653	 -0.525	  0.015
       0:37.656	 -0.380	  0.070
       0:37.658	 -0.230	  0.150
       0:37.661	 -0.050	  0.260
       0:37.664	  0.205	  0.400
       0:37.667	  0.500	  0.495
       0:37.669	  0.730	  0.415
       0:37.672	  0.835	  0.135
       0:37.675	  0.755	 -0.190
       0:37.678	  0.480	 -0.375
       0:37.681	  0.075	 -0.380
       0:37.683	 -0.275	 -0.320
       0:37.686	 -0.470	 -0.285
       0:37.689	 -0.545	 -0.270
       0:37.692	 -0.545	 -0.275
       0:37.694	 -0.505	 -0.255
       0:37.697	 -0.470	 -0.260
       0:37.700	 -0.455	 -0.250
       0:37.703	 -0.440	 -0.265
       0:37.706	 -0.440	 -0.265
       0:37.708	 -0.445	 -0.265
       0:37.711	 -0.445	 -0.280
       0:37.714	 -0.450	 -0.265
       0:37.717	 -0.445	 -0.255
       0:37.719	 -0.450	 -0.255
       0:37.722	 -0.440	 -0.265
